"Ingr","Match","Score"
"turkey meat","turkey, light meat, skin eaten",0.632455532033676
"cod fillet","cape cod",0.5
"loaf country wheat bread","bread, puri, wheat",0.577350269189626
"habanero chile pepper","pepper steak",0.408248290463863
"fettuccini pasta","flavored pasta",0.5
"cassis","lamb chop, ns as to cut, cooked, lean only eaten",0
"100% whole wheat pizza dough","pizza, cheese, whole wheat thick crust",0.547722557505166
"from about 3 medium bananas","pizza, cheese, from school lunch, medium crust",0.338061701891407
"rice chex","cereal (general mills chex rice)",0.632455532033676
"pam","lamb chop, ns as to cut, cooked, lean only eaten",0
"rye whiskey","whiskey",0.707106781186547
"pea soup","split pea soup",0.816496580927726
"chop sticks","reese's sticks",0.408248290463863
"ricotta mixture","cheese, ricotta",0.5
"diet black cherry soda","tea, iced, bottled, black, diet",0.447213595499958
"crawfish tail meat","turkey, tail",0.408248290463863
"starchy potato","gnocchi, potato",0.5
"spicy salsa verde","salsa verde or salsa, green",0.654653670707977
"loaf pan","tuna loaf",0.5
"vanilla cream soda","ice cream, vanilla",0.666666666666667
"creole seasoning mix","snack mix, plain (chex mix)",0.436435780471985
"ice cream base","ice cream, nfs",0.666666666666667
"whole-wheat breadcrumbs","muffin, whole wheat",0.666666666666667
"fig preserves","fig, dried",0.5
"chicken carcasses","chicken, chicken roll, roasted",0.577350269189626
"cashews","cashews, unroasted",0.707106781186547
"popcorn salt","popcorn, nfs",0.5
"anocho chiles","chiles rellenos, cheese-filled",0.353553390593274
"seitan","lamb chop, ns as to cut, cooked, lean only eaten",0
"pastry brush","pastry, puff",0.5
"""m&ms® brand chocolate candies""","m&m's pretzel chocolate candies",0.632455532033676
"chipotle en adobo","adobo, with noodles",0.333333333333333
"red chili paste","guava paste",0.408248290463863
"lemon-ginger zapper","lemon, raw",0.408248290463863
"maple-cured ham","ham, smoked or cured, ground patty",0.471404520791032
"white wine vinegar","wine, table, white",0.666666666666667
"eggplant slices","fried eggplant",0.5
"caul fat","potato, canned, fat added, ns as to fat type",0.426401432711221
"basil sprig","basil, raw",0.5
"wild arugula leaves","goose, wild, roasted",0.333333333333333
"slow cooker liner","lamb chop, ns as to cut, cooked, lean only eaten",0
"boston or butter lettuce","lettuce, boston, raw",0.577350269189626
"chunky pear chutney","chutney",0.577350269189626
"fingerling","lamb chop, ns as to cut, cooked, lean only eaten",0
"mccormick® red pepper","pepper, sweet, red, raw",0.577350269189626
"alfalfa sprouts","alfalfa sprouts, raw",0.816496580927726
"apple brandy","brandy",0.707106781186547
"""smuckers strawberry squeeze fruit spread""","fruit leather and fruit snacks candy",0.316227766016838
"triple berry preserves","strudel, berry",0.408248290463863
"escarole","escarole, cooked",0.707106781186547
"oil or","oil or table fat, nfs",0.632455532033676
"bombay sapphire","lamb chop, ns as to cut, cooked, lean only eaten",0
"artichoke bottoms","artichoke, raw",0.5
"cooking apple","crisp, apple, apple dessert",0.577350269189626
"peach syrup","peach, canned, in syrup",0.707106781186547
"sugarcane","lamb chop, ns as to cut, cooked, lean only eaten",0
"balsamic","lamb chop, ns as to cut, cooked, lean only eaten",0
"elderflower liqueur","cordial or liqueur",0.408248290463863
"""goats milk""","milk, human",0.5
"country-style white bread","bread, white",0.707106781186547
"canned corn","corn, canned, cooked with oil",0.632455532033676
"from about 5 limes","lentils, from canned",0.288675134594813
"red-pepper flakes","pepper, sweet, red, raw",0.577350269189626
"beef steak","beef steak, braised, lean only eaten",0.577350269189626
"whole-wheat extra-wide noodle style pasta","muffin, whole wheat",0.436435780471985
"from a can of chipotle chiles in adobo","pig in a blanket, frankfurter or hot dog wrapped in dough",0.294174202707276
"chocolate brownie base","fudge, chocolate, chocolate-coated",0.471404520791032
"buttermilk biscuit dough","biscuit, from refrigerated dough",0.577350269189626
"ovaltine","lamb chop, ns as to cut, cooked, lean only eaten",0
"scallion tops","cereal (malt-o-meal blueberry muffin tops)",0.267261241912424
"halibut fillets","halibut, smoked",0.5
"cheddar and monterey jack cheese blend","cheese, cheddar",0.577350269189626
"montrachet","lamb chop, ns as to cut, cooked, lean only eaten",0
"red and black pepper blend","pepper, sweet, red, raw",0.447213595499958
"recipe pastry","pastry, puff",0.5
"corn flour made from hominy","corn, cooked, from restaurant",0.447213595499958
"mandarin orange glaze","orange blossom",0.408248290463863
"urbani","lamb chop, ns as to cut, cooked, lean only eaten",0
"round steak","steak sauce",0.5
"hot sport peppers","hot peppers, cooked",0.666666666666667
"pineapple mint","pineapple, frozen",0.5
"folgers® instant coffee crystals","coffee, instant, reconstituted",0.577350269189626
"fruit roll strip","roll, sweet, with fruit, frosted",0.516397779494322
"split peas","split peas, from dried, fat added",0.577350269189626
"wooden sticks","reese's sticks",0.408248290463863
"garlic-and-herb cheese","spinach and cheese casserole",0.5
"brown turkey figs","turkey, nfs",0.408248290463863
"mostarda","lamb chop, ns as to cut, cooked, lean only eaten",0
"kasseri","lamb chop, ns as to cut, cooked, lean only eaten",0
"agave syrup","blueberry syrup",0.5
"siracha","lamb chop, ns as to cut, cooked, lean only eaten",0
"""capn crunch""","cereal (quaker cap'n crunch's peanut butter crunch)",0.426401432711221
"pie dough","pie, apple, fried pie",0.577350269189626
"vanilla frosting","fudge, vanilla",0.5
"ganache","lamb chop, ns as to cut, cooked, lean only eaten",0
"firm flaky fish","fish chowder",0.408248290463863
"chervil sprigs","lamb chop, ns as to cut, cooked, lean only eaten",0
"quick pan gravy","gravy, nfs",0.408248290463863
"lime flavored gelatin","flavored pasta",0.408248290463863
"dill fronds","pickles, dill",0.5
"spicy couscous","couscous, plain, cooked",0.408248290463863
"loaf garlic bread","garlic bread, nfs",0.666666666666667
"italian hot sausage","italian sausage",0.816496580927726
"meringues","meringues",1
"coconut frosting","coconut milk",0.5
"himalayan pink salt","pink beans, cooked",0.333333333333333
"onion buns","bread, onion",0.5
"tough muscle","nutritional powder mix (muscle milk)",0.316227766016838
"whipped topping mix","whipped topping",0.816496580927726
"oj","lamb chop, ns as to cut, cooked, lean only eaten",0
"orange sherbet","orange blossom",0.5
"whole-wheat burger buns","muffin, whole wheat",0.577350269189626
"vanilla pound cake","cake, pound, chocolate",0.666666666666667
"from about 4 small or 2 large limes","cheese, cottage, creamed, large or small curd",0.400891862868637
"romaine leaves","romaine lettuce, raw",0.408248290463863
"cinnamon swirl coffee cake mix","coffee cake, yeast type",0.447213595499958
"annatto paste","guava paste",0.5
"frisee leaves","taro leaves, cooked",0.408248290463863
"cheese ravioletti","cheese, processed cheese food",0.577350269189626
"plain soy milk","soy milk",0.816496580927726
"turkey or chicken stock","chicken or turkey cacciatore",0.75
"maraschino cherry liquid","crisp, cherry",0.408248290463863
"beef top round steak","beef steak, braised, lean only eaten",0.408248290463863
"pork loin roast","pork roast, loin, cooked, lean only eaten",0.654653670707977
"crab juices","crab imperial",0.5
"moscato sparkling wine","wine, light",0.408248290463863
"hazelnut brittle","peanut brittle",0.5
"baby tomatoes","macaroni, tomatoes, and beef, baby food, strained",0.534522483824849
"chocolate angel food cake","cake, pound, chocolate",0.577350269189626
"red chile sauce","enchilada sauce, red",0.666666666666667
"vanilla sandwich wafer cookies","cookie, vanilla wafer",0.577350269189626
"dungeness crab meat","taco with crab meat, puerto rican style",0.436435780471985
"pepperidge farm® puff pastry sheets","pastry, puff",0.632455532033676
"saffron strands","lamb chop, ns as to cut, cooked, lean only eaten",0
"pinto or black beans","pinto beans, nfs",0.577350269189626
"from a block","bread, white, made from home recipe or purchased at a bakery",0.348155311911396
"hog dogs","hog maws, cooked",0.408248290463863
"cane simple syrup","simple syrup",0.816496580927726
"chili lime dipping sauce","tomato chili sauce",0.577350269189626
"multigrain chips","multigrain chips (sun chips)",0.866025403784439
"chocolate-covered espresso beans","espresso coffee beans, chocolate-covered",0.894427190999916
"cedar plank","lamb chop, ns as to cut, cooked, lean only eaten",0
"sprinkle of kosher salt","cream of rye",0.288675134594813
"peach liqueur","peach, frozen",0.5
"spice","danish pastry, plain or spice",0.447213595499958
"edible flowers","flowers or blossoms of sesbania, squash, or lily, cooked",0.21320071635561
"lemon liqueur","lemon, raw",0.5
"giardiniera vegetables","vegetables, pickled",0.5
"duxelles","lamb chop, ns as to cut, cooked, lean only eaten",0
"kettle","popcorn, microwave, kettle corn",0.5
"new mexico red chiles","sangria, red",0.353553390593274
"stale sourdough bread","bread, zucchini",0.408248290463863
"cupchicken stock","fish stock, home recipe",0.353553390593274
"whole-grain pita","muffin, whole grain",0.666666666666667
"glucose syrup","blueberry syrup",0.5
"greek salad dressing","greek salad, no dressing",0.866025403784439
"vanilla italian buttercream frosting","fudge, vanilla",0.353553390593274
"worchester sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"""frannys pizza dough""","dessert pizza",0.408248290463863
"cabbage leaves","cabbage, chinese, raw",0.408248290463863
"bacon crumbles","bacon bits",0.5
"malted barley","bread, barley",0.5
"""bushs® bourbon and brown sugar grillin beans""","beans and brown rice",0.566946709513841
"chestnut and sausage stuffing","pork and beef sausage",0.5
"cookie crumbs","cookie, applesauce",0.5
"kirby cucumber","cucumber, cooked",0.5
"apple sorbet","sorbet",0.707106781186547
"smokehouse bacon","bacon bits",0.5
"whole cherry jam","crisp, cherry",0.408248290463863
"pepperoni pieces","pepperoni, nfs",0.5
"herb spaetzle","beef with spaetzle or rice, vegetable, frozen meal",0.25
"button mushrooms","fried mushrooms",0.5
"reynolds aluminum foil","lamb chop, ns as to cut, cooked, lean only eaten",0
"onion and herb seasoning blend","beef, ground, with egg and onion",0.365148371670111
"fatback","lamb chop, ns as to cut, cooked, lean only eaten",0
"wasabi tobiko","wasabi peas",0.5
"green bean salad","black bean salad",0.666666666666667
"peach","peach, frozen",0.707106781186547
"brandied maple-fig sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.363803437554499
"pearl or","cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.486664263392288
"raspberry sorbet","sorbet",0.707106781186547
"from about 1/2 serrano chile","cheeseburger, from fast food, 1 small patty",0.308606699924184
"kaffir lime leaf","lime, raw",0.408248290463863
"buffalo strip steaks","buffalo sauce",0.408248290463863
"limu kohu","lamb chop, ns as to cut, cooked, lean only eaten",0
"desert dry gin","gin",0.577350269189626
"chocolate chex® cereal","cereal (general mills chex chocolate)",0.774596669241483
"hummus","hummus, plain",0.707106781186547
"blood orange juice","orange juice, baby food",0.577350269189626
"baking powder","nutritional powder mix (eas whey protein powder)",0.471404520791032
"espresso ganache","coffee, espresso",0.5
"mixed cherry tomatoes","mixed seeds",0.408248290463863
"vanilla wafer crumbs","cookie, vanilla wafer",0.666666666666667
"arborio rice","rice croquette",0.5
"nut bread","bread, nut",1
"fine seat salt","salt pork, cooked",0.333333333333333
"lobster claws","lobster, canned",0.5
"orange juice from 6 oranges","orange juice, baby food",0.447213595499958
"gnocchi","gnocchi, cheese",0.707106781186547
"lemon meringue pie","pie, lemon meringue",1
"sancerre wine","wine, light",0.5
"jerk seasoning","puerto rican seasoning with ham",0.316227766016838
"california green seedless grapes","grapes, raw",0.353553390593274
"acacia honey","honey",0.707106781186547
"habanero onion puree","bread, onion",0.408248290463863
"hazelnut sticks","reese's sticks",0.408248290463863
"white chocolate pudding mix","chocolate, white",0.707106781186547
"boccincini","lamb chop, ns as to cut, cooked, lean only eaten",0
"mozzarella sticks","mozzarella sticks, breaded, baked, or fried",0.577350269189626
"candy fruit slices","fruit leather and fruit snacks candy",0.612372435695794
"cane vinegar","vinegar",0.707106781186547
"french baguettes","french toast, nfs",0.408248290463863
"irish stout","irish coffee",0.5
"clam-tomato cocktail","tomato juice cocktail",0.666666666666667
"country bread","bread, zucchini",0.5
"hazelnut flavored liqueur","topping, chocolate flavored hazelnut spread",0.516397779494322
"stale french or italian bread","bread, french or vienna",0.670820393249937
"sorghum flour","tortilla, flour",0.5
"strawberry smoothies","pie, strawberry cream",0.408248290463863
"french brown or green lentils","french or catalina dressing",0.447213595499958
"ny strip steaks","bacon strip, meatless",0.333333333333333
"monterey jack cheese","cheese, monterey",0.816496580927726
"whole-grain sorghum","muffin, whole grain",0.666666666666667
"crusty","lamb chop, ns as to cut, cooked, lean only eaten",0
"mexican-style chorizo","chorizo",0.577350269189626
"prime rib roast","roast beef sandwich",0.333333333333333
"dry bread cubes","bread, zucchini",0.408248290463863
"bakery white bread","bread, white",0.816496580927726
"cole slaw","broccoli slaw salad",0.408248290463863
"food mill","crackers, baby food",0.408248290463863
"muscovy duck","duck sauce",0.5
"strained chunky applesauce","applesauce, baby food, strained",0.577350269189626
"mustard fruits","mustard",0.707106781186547
"pillsbury® refrigerated thin pizza crust","white pizza, cheese, thin crust",0.6
"shrimp meat","shrimp teriyaki",0.5
"butter lettuce","butter, nfs",0.5
"almond brickle chips","multigrain chips (sun chips)",0.471404520791032
"manzanilla sherry","lamb chop, ns as to cut, cooked, lean only eaten",0
"red wine barbeque sauce","enchilada sauce, red",0.577350269189626
"canadian whisky","canadian bacon, cooked",0.408248290463863
"cranberry juice","cranberry juice blend, 100% juice",0.801783725737273
"soy"" black beans","black beans, nfs",0.666666666666667
"soft sub loaves","breadsticks, soft, nfs",0.333333333333333
"montrachet goat cheese","cheese, goat",0.816496580927726
"koshersalt","lamb chop, ns as to cut, cooked, lean only eaten",0
"thai cucumbers","pad thai, nfs",0.408248290463863
"crushed toffee bars","toffee, plain",0.408248290463863
"chile molido","enchilada with meat, green-chile or enchilada sauce",0.223606797749979
"pasta sheets","flavored pasta",0.5
"spinach or cheese tortellini","spinach and cheese casserole",0.5
"thai roasted chili paste","guava paste",0.353553390593274
"italian olive salad","tuna salad, made with italian dressing",0.471404520791032
"mixed candied fruit","fruit peel, candied",0.666666666666667
"caramelized onions","onions, raw",0.5
"sprig fresh marjoram","coconut, fresh",0.408248290463863
"creamy chive dressing","creamy dressing",0.816496580927726
"™ salad kit","kit kat",0.5
"caviar from 1 vanilla bean","cheeseburger, from fast food, 1 small patty",0.338061701891407
"tenderloin","pork, tenderloin, baked",0.577350269189626
"mexican oregano","roll, mexican, bolillo",0.408248290463863
"lavender blossoms","flowers or blossoms of sesbania, squash, or lily, cooked",0.21320071635561
"hoisin barbecue sauce","barbecue sauce",0.816496580927726
"mojito mix","mojito",0.707106781186547
"peach dry rub","peach, frozen",0.408248290463863
"red pepper relish","pepper, sweet, red, raw",0.577350269189626
"pepper-flavored","flavored pasta",0.5
"moist-style cake mix","cake, quezadilla, el salvadorian style",0.447213595499958
"refrigerated french bread dough","bread, dough, fried",0.577350269189626
"brioche roll","brioche",0.707106781186547
"tin anchovies in oil","clams, smoked, in oil",0.5
"seasoning packets","puerto rican seasoning with ham",0.316227766016838
"remaining fig","fig, dried",0.5
"crab cake mixture","crab cake",0.816496580927726
"a mix of","snack mix, plain (chex mix)",0.436435780471985
"pad thai noodles","pad thai, nfs",0.666666666666667
"domestic swiss","swiss steak",0.5
"plum and pear chutney","chutney",0.5
"peppermint oil","flaxseed oil",0.5
"herbed cornbread","cornbread stuffing",0.5
"filo dough","bread, dough, fried",0.408248290463863
"ginger liqueur","ginger root, pickled",0.408248290463863
"knuckles","lamb chop, ns as to cut, cooked, lean only eaten",0
"peppadews","lamb chop, ns as to cut, cooked, lean only eaten",0
"water biscuit","water, bottled, flavored (propel water)",0.534522483824849
"from about 2 limes","double hamburger, from fast food, 2 small patties",0.353553390593274
"sesame ginger dressing","sesame dressing",0.816496580927726
"9-inch springform pan","moo goo gai pan",0.25
"spicy marinara","lamb chop, ns as to cut, cooked, lean only eaten",0
"alize","lamb chop, ns as to cut, cooked, lean only eaten",0
"diced hard salami","salami, nfs",0.408248290463863
"pepper jack cheese","cheese, colby jack",0.666666666666667
"gelatin","gelatin dessert",0.707106781186547
"blue cheese salad dressing","blue or roquefort cheese dressing",0.670820393249937
"cuban breads","bread, cuban",0.5
"easy homemade salsa","salsa, red, homemade",0.666666666666667
"stem","lamb chop, ns as to cut, cooked, lean only eaten",0
"carob chips","carob chips",1
"flatleaf parsley","parsley, raw",0.5
"berries","berries, nfs",0.707106781186547
"wide ribbon pasta","flavored pasta",0.408248290463863
"ginger cream","cream, light",0.5
"ripe pear","cobbler, pear",0.5
"baby brie","cheese, brie",0.5
"combine","lamb chop, ns as to cut, cooked, lean only eaten",0
"a mix of the two","snack mix, plain (chex mix)",0.338061701891407
"rolling","lamb chop, ns as to cut, cooked, lean only eaten",0
"matchstick-size daikon slices","daikon radish, cooked",0.288675134594813
"lemon lime power drink","lime, raw",0.353553390593274
"olive oil and canola oil blend","canola oil",0.75
"tomato relish","relish, corn",0.5
"cream cheese flavored frosting","cream cheese, regular, flavored",0.75
"refrigerated biscuit dough","biscuit, from refrigerated dough",0.866025403784439
"sriracha hot chili sauce","hot thai sauce",0.577350269189626
"lunchmate roast beef tub","roast beef sandwich",0.577350269189626
"almond oil","almond oil",1
"""campbells® condensed golden mushroom soup""","mushroom soup, nfs",0.516397779494322
"chile seeds","mixed seeds",0.5
"malt vinegar","vinegar",0.707106781186547
"thai chiles","pad thai, nfs",0.408248290463863
"mango rum","rum",0.707106781186547
"crepe or flour tortilla","tortilla, flour",0.707106781186547
"dirty martini","martini",0.707106781186547
"bourbon glaze","lamb chop, ns as to cut, cooked, lean only eaten",0
"hot red-pepper flakes","pepper, hot, pickled",0.577350269189626
"pace® picante sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"cilantro lime crema","lime, raw",0.408248290463863
"halloumi cheese","cheese, processed cheese food",0.577350269189626
"puffs","cheese pastry puffs",0.577350269189626
"red onion chunks","bread, onion",0.408248290463863
"italian wine","wine, light",0.5
"tomato crostini","tomato aspic",0.5
"pinot noir","lamb chop, ns as to cut, cooked, lean only eaten",0
"kosher dill pickles","pickles, dill",0.816496580927726
"fresh water eel","water, bottled, flavored (propel water)",0.436435780471985
"golden or red delicious apples","cabbage salad or coleslaw with apples and/or raisins, with dressing",0.346410161513775
"pretzels","pretzels, nfs",0.707106781186547
"hoisin sauce","hoisin sauce",1
"black eyed peas","bread, black",0.408248290463863
"olive tapenade","olive tapenade",1
"rib-eye rub","lamb chop, ns as to cut, cooked, lean only eaten",0
"lt guacamole","guacamole, nfs",0.5
"orange jelly beans","jelly sandwich, regular jelly, nfs",0.436435780471985
"cucumber relish","cucumber, cooked",0.5
"pork back fat","fat back, cooked",0.666666666666667
"1 orange","orange blossom",0.5
"tootsie rolls","pizza rolls",0.5
"enchilada sauce","enchilada, no sauce",0.816496580927726
"whole grain sandwich buns","muffin, whole grain",0.577350269189626
"orange fondant","fondant",0.707106781186547
"dessert sauce","dessert sauce",1
"seafood grill & broil","seafood salad",0.408248290463863
"lobster rolls","lobster, canned",0.5
"french cut fries","potato, french fries, nfs",0.577350269189626
"anise","lamb chop, ns as to cut, cooked, lean only eaten",0
"4 pepper blend","pepper steak",0.408248290463863
"chili seasoning blend","nachos with chili",0.333333333333333
"herb vinaigrette","tortellini, cheese-filled, meatless, with vinaigrette dressing",0.267261241912424
"porcini mushrooms","fried mushrooms",0.5
"dishtowels","lamb chop, ns as to cut, cooked, lean only eaten",0
"canning tongs","lamb chop, ns as to cut, cooked, lean only eaten",0
"whole wheat bread","bread, whole wheat",1
"cod filets","cape cod",0.5
"star spanish olives","olives, stuffed",0.408248290463863
"san marzanos","lamb chop, ns as to cut, cooked, lean only eaten",0
"italian black olives","olives, black",0.816496580927726
"portobello burgers recipe","biscuit, home recipe",0.333333333333333
"swanson chicken stock","mexican style chicken broth soup stock",0.471404520791032
"from about 8 apples","lentils, from canned",0.288675134594813
"papaya pieces","papaya, raw",0.5
"kansas city-style bbq sauce","lobster with sauce, puerto rican style",0.365148371670111
"pain de mie","salsa, pico de gallo",0.288675134594813
"london broil","lamb chop, ns as to cut, cooked, lean only eaten",0
"popsicle sticks","popsicle",0.707106781186547
"dinner rolls","pizza rolls",0.5
"hanger steaks","lamb chop, ns as to cut, cooked, lean only eaten",0
"from 1 coconut","cheeseburger, from fast food, 1 small patty",0.436435780471985
"island creek oysters","oysters, raw",0.408248290463863
"kikkoman pearl original soymilk","onions, pearl, cooked",0.288675134594813
"chipotle chili powder","nutritional powder mix (eas whey protein powder)",0.384900179459751
"ice tea bags","italian ice",0.408248290463863
"mozzarella","cheese, mozzarella, nfs",0.577350269189626
"polenta squares","cereal (quaker oatmeal squares)",0.353553390593274
"golden biscuits","golden cadillac",0.5
"french hinged rolls","pizza rolls",0.408248290463863
"whole-wheat rotini","muffin, whole wheat",0.666666666666667
"build fennel","fennel bulb, raw",0.408248290463863
"kefir","kefir, ns as to fat content",0.408248290463863
"nutritional yeast flakes","yeast",0.577350269189626
"chicken bones","chicken, chicken roll, roasted",0.577350269189626
"sour cream cornbread","sour cream, regular",0.666666666666667
"chai-tea concentrate","tea, hot, chai, with milk",0.516397779494322
"cipollinis","lamb chop, ns as to cut, cooked, lean only eaten",0
"cactus pear juice","pear juice, baby food",0.577350269189626
"supermarket baby carrots","carrots, baby food, toddler",0.577350269189626
"manzanilla olives","olives, stuffed",0.5
"whole wheat spaghetti","muffin, whole wheat",0.666666666666667
"scotch whisky","scotch",0.707106781186547
"sun-dried tomato oil","sun-dried tomatoes",0.577350269189626
"breading","meatballs, with breading, ns as to type of meat, with gravy",0.277350098112615
"whole grain quinoa","muffin, whole grain",0.666666666666667
"cardboard cake rounds","cake, fruit cake, light or dark, holiday type cake",0.447213595499958
"chowder","fish chowder",0.707106781186547
"a1 steak sauce","steak sauce",0.816496580927726
"potato wedges","gnocchi, potato",0.5
"thai chili garlic sauce","garlic sauce",0.707106781186547
"buttery crackers","graham crackers",0.5
"spring garlic","garlic, cooked",0.5
"poussins","lamb chop, ns as to cut, cooked, lean only eaten",0
"onion powder","bread, onion",0.5
"round candies","cornbread muffin, stick, round",0.353553390593274
"shoulder lamb","lamb, shoulder chop, cooked, lean only eaten",0.534522483824849
"yuka","lamb chop, ns as to cut, cooked, lean only eaten",0
"graham-cracker crust","pie shell, graham cracker",0.577350269189626
"beef chili","beef goulash",0.5
"chocolate cake batter","cake batter, raw, chocolate",0.866025403784439
"candy","candy, nfs",0.707106781186547
"remoulade","lamb chop, ns as to cut, cooked, lean only eaten",0
"3 small potatoes","stewed potatoes",0.408248290463863
"thai chilies","pad thai, nfs",0.408248290463863
"peach eau de vie","peach, frozen",0.353553390593274
"bell red peppers","peppers, red, cooked",0.666666666666667
"pulse","lamb chop, ns as to cut, cooked, lean only eaten",0
"from 2 large ears","double hamburger, from fast food, 2 large patties",0.530330085889911
"country-style bread","bread, lard, puerto rican style",0.516397779494322
"mushroom sauce","beef with mushroom sauce",0.707106781186547
"harissa","lamb chop, ns as to cut, cooked, lean only eaten",0
"mock mascarpone cheese","cheese, processed cheese food",0.471404520791032
"squash blossoms","pie, squash",0.5
"hatch","lamb chop, ns as to cut, cooked, lean only eaten",0
"peanut butter cups","peanut butter",0.816496580927726
"defrosted puff pastry dough","pastry, puff",0.707106781186547
"roma (plum) tomatoes","plum, canned",0.408248290463863
"italian fontina","cheese, fontina",0.5
"basil","basil, raw",0.707106781186547
"strawberry or raspberry fruit leather","fruit leather and fruit snacks candy",0.474341649025257
"beans in chili seasoned sauce","tomato chili sauce",0.516397779494322
"sumac couscous salad","seafood salad",0.408248290463863
"liquid hickory smoke","yogurt, liquid",0.408248290463863
"grass-fed beef","beef goulash",0.408248290463863
"""smuckers® red raspberry preserves""","sangria, red",0.353553390593274
"basmati rice and chutney","beans and brown rice",0.5
"quick marinara sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.420084025208403
"puffed wheat cereal","cereal, puffed wheat, plain",0.866025403784439
"blueberry smoothie","blueberry syrup",0.5
"asian hot chili sauce","hot thai sauce",0.577350269189626
"papa murphy","lamb chop, ns as to cut, cooked, lean only eaten",0
"pineapple juice","pineapple juice, 100%",0.816496580927726
"pillsbury® refrigerated breadsticks","breadsticks, nfs",0.408248290463863
"vegetables chips","multigrain chips (sun chips)",0.577350269189626
"strawberry or vanilla ice cream","ice cream, vanilla",0.774596669241483
"queso sauce","beef and potatoes with cream sauce, white sauce or mushroom sauce",0.514495755427526
"homemade syrup","blueberry syrup",0.5
"hawaiian-style teriyaki glaze","radishes, pickled, hawaiian style",0.5
"thai bird chili","nachos with chili",0.333333333333333
"pork crown roast","stuffed pork roast, puerto rican style",0.471404520791032
"tarragon dressing","sesame dressing",0.5
"brushing tortillas","lamb chop, ns as to cut, cooked, lean only eaten",0
"south carolina mayo","nutrition bar (south beach living meal bar)",0.192450089729875
"italian plum tomatoes","plum, canned",0.408248290463863
"zucchini pesto","bread, zucchini",0.5
"prepared angel food cake","cake, angel food, without icing or filling",0.566946709513841
"""tangy sheeps milk""","milk, human",0.408248290463863
"curly parsley","parsley, raw",0.5
"saffron threads","lamb chop, ns as to cut, cooked, lean only eaten",0
"fajita spices","fajita with vegetables",0.408248290463863
"original cayenne pepper sauce","hot pepper sauce",0.577350269189626
"salted seaweed snack sheets","snack mix",0.353553390593274
"pepper relish","pepper steak",0.5
"marzipan paste","guava paste",0.5
"mirasol chile","enchilada with meat, green-chile or enchilada sauce",0.223606797749979
"cabernet-zinfandel blend","cheese, mexican blend",0.333333333333333
"honey-rosemary brine","honey",0.577350269189626
"rosemary infused olive oil","olive oil",0.707106781186547
"from the beef","beef goulash",0.408248290463863
"italian beer","beer",0.707106781186547
"roasted vegetable variations","vegetable chips",0.408248290463863
"bologna","bologna, nfs",0.707106781186547
"roma tomato water","tomato rice soup, prepared with water",0.471404520791032
"starburst candies","m&m's pretzel chocolate candies",0.25
"roasted or rotisserie chicken pieces","chicken, chicken roll, roasted",0.547722557505166
"sugar wafer cookies","cookie, sugar wafer",0.666666666666667
"barbeque rub seasoning","puerto rican seasoning with ham",0.258198889747161
"passion fruit seeds","passion fruit, raw",0.666666666666667
"whey protein powder","nutritional powder mix (eas whey protein powder)",0.769800358919501
"instant corn flour","corn flour patty or tart, fried",0.471404520791032
"whole-milk ricotta cheese","cheese, ricotta",0.707106781186547
"sorghum syrup","blueberry syrup",0.5
"english mustard powder","mustard",0.577350269189626
"lemon ricotta","cheese, ricotta",0.5
"cider glaze","apple cider",0.5
"sugar snap peas","sugar substitute and sugar blend",0.436435780471985
"tin anchovy fillets","anchovy, canned",0.408248290463863
"ripe cantaloupe","cantaloupe, raw",0.5
"a combination of all","seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",0.312771621085612
"dry-pack scallops","whey, sweet, dry",0.333333333333333
"maple leaf hard candies","hard cider",0.353553390593274
"milk chocolate","chocolate milk drink",0.816496580927726
"pineapple-jalapeno salsa","salsa verde or salsa, green",0.436435780471985
"tangelo-flavored paste","flavored pasta",0.408248290463863
"chile lime pumpkin seeds","pumpkin seeds, nfs",0.577350269189626
"mixed mushrooms","fried mushrooms",0.5
"chile enchilada sauce","enchilada with meat, green-chile or enchilada sauce",0.730296743340221
"spanish spice rub","spanish stew",0.408248290463863
"whole-wheat english muffins","muffin, english, whole wheat",0.75
"5 pepper seasoning","pepper steak",0.408248290463863
"crab claw meat","taco with crab meat, puerto rican style",0.436435780471985
"hungarian hot paprika","tea, hot, hibiscus",0.333333333333333
"from about 1 dozen eggs","cheeseburger, from fast food, 1 small patty",0.338061701891407
"bonito flakes","cereal, corn flakes",0.408248290463863
"hot banana pepper rings","pepper, hot, pickled",0.577350269189626
"nasturtiums","lamb chop, ns as to cut, cooked, lean only eaten",0
"caputo","lamb chop, ns as to cut, cooked, lean only eaten",0
"blackening spice","danish pastry, plain or spice",0.316227766016838
"strawberry or vanilla flavor","pie, strawberry, individual size or tart",0.408248290463863
"original irish whiskey","whiskey",0.577350269189626
"masago","lamb chop, ns as to cut, cooked, lean only eaten",0
"queso fresco cheese","queso fresco",0.816496580927726
